area_sqft,bedrooms,bathrooms,location,house_type,state,city,price
750,1,2,Urban,Villa,Telangana,Hyderabad,9675282
2710,3,1,Urban,Apartment,Andhra Pradesh,Vijayawada,12419852
2046,4,2,Urban,Apartment,Maharashtra,Aurangabad,10963971
456,1,1,Urban,Apartment,Andhra Pradesh,Visakhapatnam,1661846
1772,2,1,Semi-Urban,Duplex,Haryana,Panipat,7595209
436,1,2,Semi-Urban,Duplex,Andhra Pradesh,Vijayawada,1698524
385,1,2,Urban,Apartment,Haryana,Faridabad,1500576
448,1,2,Semi-Urban,Apartment,Odisha,Rourkela,1420586
1135,2,2,Urban,Apartment,West Bengal,Siliguri,5050655
1451,2,2,Urban,Duplex,Gujarat,Surat,3330249
340,1,1,Urban,Apartment,Punjab,Jalandhar,1502576
1464,3,3,Urban,Apartment,Goa,Margao,3319159
716,1,1,Urban,Villa,Gujarat,Bhavnagar,4037621
417,1,1,Urban,Duplex,Delhi,Dwarka,1087489
335,1,2,Urban,Apartment,Telangana,Nizamabad,1414476
591,1,1,Urban,Apartment,Delhi,Karol Bagh,2534334
1221,2,1,Urban,Apartment,Jharkhand,Ranchi,2306974
597,1,2,Urban,Apartment,Andhra Pradesh,Guntur,2189656
489,1,1,Urban,Apartment,Madhya Pradesh,Jabalpur,1851257
425,1,2,Urban,Apartment,Tamil Nadu,Tiruchirappalli,1725060
328,1,2,Semi-Urban,Apartment,Telangana,Warangal,1063209
571,1,1,Urban,Villa,Maharashtra,Thane,1528069
1700,3,4,Urban,Apartment,West Bengal,Durgapur,6754724
489,1,1,Urban,Duplex,Karnataka,Mysuru,865980
1860,2,3,Urban,Villa,Karnataka,Hubli,6052831
609,1,2,Urban,Apartment,Tamil Nadu,Tiruchirappalli,3010525
373,1,1,Urban,Apartment,Ladakh,Leh,589664
1128,1,1,Urban,Apartment,Kerala,Kozhikode,4801550
696,1,1,Semi-Urban,Apartment,Madhya Pradesh,Bhopal,825629
1578,2,3,Urban,Apartment,Punjab,Amritsar,6266334
936,2,1,Urban,Apartment,Kerala,Kochi,1818012
397,1,2,Urban,Apartment,Odisha,Bhubaneswar,1676125
1506,3,1,Urban,Villa,Tamil Nadu,Coimbatore,6359858
1007,2,2,Urban,Villa,Punjab,Amritsar,5106219
842,2,3,Urban,Apartment,Delhi,Dwarka,1756422
802,1,1,Urban,Apartment,Telangana,Nizamabad,3236398
1078,2,3,Urban,Duplex,Delhi,Saket,2170822
535,1,2,Urban,Apartment,Kerala,Kochi,1165818
780,1,1,Urban,Apartment,Assam,Dibrugarh,3171169
539,1,2,Urban,Apartment,Tamil Nadu,Tiruchirappalli,1928598
680,1,2,Urban,Apartment,Puducherry,Puducherry,2499558
3582,5,4,Urban,Apartment,Punjab,Chandigarh,18386117
1097,1,1,Urban,Apartment,Delhi,Saket,1858420
516,1,2,Urban,Duplex,Goa,Panaji,1270293
483,1,1,Urban,Duplex,Tripura,Agartala,2157776
556,1,1,Urban,Apartment,Madhya Pradesh,Gwalior,2210157
1480,2,1,Urban,Apartment,Jammu & Kashmir,Srinagar,6693632
637,2,1,Urban,Apartment,Andhra Pradesh,Vijayawada,1914375
626,1,1,Urban,Apartment,Chhattisgarh,Raipur,2687241
882,2,2,Urban,Apartment,Rajasthan,Kota,1967780
1594,2,1,Urban,Apartment,Chhattisgarh,Bilaspur,7474612
361,1,2,Urban,Apartment,Gujarat,Vadodara,1561372
359,1,1,Urban,Villa,Kerala,Kochi,769561
742,1,2,Urban,Apartment,West Bengal,Durgapur,3067269
550,1,2,Urban,Apartment,Delhi,Saket,866808
1032,1,1,Urban,Apartment,Tamil Nadu,Madurai,4195212
472,1,2,Semi-Urban,Duplex,Kerala,Kochi,740579
1087,2,2,Urban,Apartment,Meghalaya,Shillong,3807266
361,1,2,Urban,Apartment,West Bengal,Kolkata,2145518
3113,4,4,Urban,Apartment,Maharashtra,Nashik,6069654
797,1,2,Urban,Apartment,Maharashtra,Kolhapur,3586815
688,1,2,Urban,Duplex,Telangana,Nizamabad,3379709
913,2,1,Urban,Apartment,West Bengal,Asansol,2813775
370,1,1,Semi-Urban,Apartment,Maharashtra,Thane,733457
478,1,2,Urban,Apartment,Odisha,Bhubaneswar,1653783
846,2,3,Urban,Apartment,Andhra Pradesh,Visakhapatnam,3765997
875,1,1,Urban,Duplex,Nagaland,Kohima,1886580
861,1,1,Urban,Apartment,Odisha,Bhubaneswar,3433004
1204,2,3,Urban,Apartment,Maharashtra,Pune,2986421
710,2,1,Urban,Apartment,Puducherry,Puducherry,3554962
941,2,2,Semi-Urban,Apartment,Andhra Pradesh,Vijayawada,3465569
347,1,1,Urban,Apartment,Odisha,Rourkela,1203600
1202,2,2,Urban,Duplex,Uttarakhand,Haridwar,4951766
999,1,1,Urban,Apartment,Jammu & Kashmir,Jammu,2234179
882,1,2,Urban,Apartment,Chhattisgarh,Raipur,3806966
1077,1,2,Semi-Urban,Apartment,West Bengal,Asansol,4211021
357,1,1,Semi-Urban,Apartment,Tamil Nadu,Tiruchirappalli,936421
1096,1,2,Urban,Apartment,Assam,Silchar,3153799
4410,5,4,Urban,Apartment,Jammu & Kashmir,Srinagar,20489590
423,1,1,Urban,Villa,Maharashtra,Kolhapur,2006660
2189,4,4,Urban,Villa,Karnataka,Mangalore,9105688
561,1,2,Urban,Apartment,Assam,Guwahati,1466246
1615,2,2,Urban,Apartment,Jammu & Kashmir,Jammu,3159293
1191,1,2,Urban,Apartment,Tripura,Agartala,5135304
1688,2,1,Urban,Apartment,Kerala,Thiruvananthapuram,8210387
371,1,1,Urban,Villa,Telangana,Hyderabad,4445033
511,1,1,Semi-Urban,Apartment,Kerala,Kochi,899871
363,1,1,Urban,Apartment,West Bengal,Durgapur,1297584
550,1,2,Urban,Apartment,Delhi,Dwarka,879097
355,1,2,Urban,Apartment,Kerala,Kochi,934043
1146,2,1,Semi-Urban,Apartment,Maharashtra,Thane,1841332
1624,3,1,Urban,Apartment,Karnataka,Mysuru,3742367
363,1,1,Semi-Urban,Duplex,Madhya Pradesh,Indore,905609
373,1,2,Urban,Apartment,Uttar Pradesh,Kanpur,1658663
641,2,2,Semi-Urban,Apartment,Madhya Pradesh,Gwalior,2244331
3281,5,1,Urban,Villa,Odisha,Bhubaneswar,15712964
768,1,2,Urban,Apartment,Punjab,Ludhiana,3150084
2066,5,2,Urban,Villa,Bihar,Muzaffarpur,10451373
1982,2,1,Urban,Apartment,Bihar,Muzaffarpur,9367727
387,1,1,Urban,Apartment,Kerala,Kozhikode,1578686
500,1,2,Semi-Urban,Apartment,Rajasthan,Jaipur,1661408
1078,1,1,Semi-Urban,Apartment,Chhattisgarh,Bilaspur,3514553
664,1,2,Urban,Apartment,Madhya Pradesh,Jabalpur,2505292
481,1,1,Semi-Urban,Apartment,Gujarat,Bhavnagar,1823490
362,1,2,Urban,Apartment,Punjab,Amritsar,1722795
337,1,1,Urban,Apartment,Jammu & Kashmir,Srinagar,1118867
821,1,2,Urban,Apartment,Jharkhand,Ranchi,1445758
1073,1,1,Urban,Villa,Haryana,Faridabad,5022124
1364,2,1,Semi-Urban,Apartment,Maharashtra,Thane,2131318
834,2,2,Urban,Apartment,West Bengal,Kolkata,6238990
323,1,2,Urban,Apartment,Puducherry,Puducherry,1342116
342,1,2,Urban,Apartment,Bihar,Patna,653594
678,2,2,Semi-Urban,Apartment,Bihar,Gaya,1189934
560,1,2,Urban,Apartment,Delhi,Dwarka,967235
987,2,3,Urban,Apartment,Assam,Dibrugarh,3918702
491,1,2,Urban,Apartment,Kerala,Kochi,898299
2891,5,4,Urban,Apartment,Maharashtra,Mumbai,75250420
509,1,1,Urban,Apartment,Tamil Nadu,Tiruchirappalli,2150378
737,1,2,Urban,Apartment,Punjab,Amritsar,3197351
570,1,1,Urban,Villa,Maharashtra,Mumbai,20162653
734,1,1,Urban,Apartment,Karnataka,Hubli,1408381
1399,2,1,Urban,Apartment,Chhattisgarh,Bhilai,4325871
470,1,2,Urban,Apartment,Himachal Pradesh,Dharamshala,2060107
498,1,2,Urban,Duplex,Delhi,Dwarka,977267
3345,3,2,Urban,Apartment,Puducherry,Puducherry,16324994
428,1,2,Urban,Apartment,Andhra Pradesh,Vijayawada,1474041
2090,5,4,Urban,Villa,Kerala,Kochi,6009029
438,1,1,Urban,Apartment,Delhi,New Delhi,6825284
736,2,1,Urban,Apartment,Telangana,Hyderabad,5952224
789,2,1,Urban,Villa,Haryana,Gurgaon,2931798
372,1,1,Urban,Apartment,Delhi,Karol Bagh,1320662
396,1,2,Semi-Urban,Apartment,Telangana,Warangal,1619905
1671,2,2,Urban,Villa,Maharashtra,Mumbai,67656013
1158,2,1,Urban,Apartment,Goa,Margao,2268285
866,1,1,Urban,Villa,Bihar,Bhagalpur,3975471
384,1,1,Urban,Apartment,Himachal Pradesh,Dharamshala,1720836
329,1,1,Urban,Apartment,Kerala,Kochi,734318
850,2,1,Semi-Urban,Duplex,Ladakh,Leh,1508290
393,1,1,Urban,Apartment,Tamil Nadu,Tiruchirappalli,1710420
1682,3,4,Semi-Urban,Apartment,Assam,Guwahati,6413884
1786,3,2,Semi-Urban,Villa,Jharkhand,Dhanbad,7273484
2738,5,1,Urban,Apartment,Punjab,Chandigarh,9665603
491,1,2,Urban,Apartment,Tamil Nadu,Tiruchirappalli,2027520
408,1,1,Urban,Apartment,Gujarat,Ahmedabad,1547661
1764,2,3,Urban,Apartment,Nagaland,Kohima,2777078
1747,3,4,Urban,Apartment,West Bengal,Kolkata,13827378
503,1,2,Urban,Apartment,Maharashtra,Kalyan,740667
750,2,1,Urban,Apartment,Karnataka,Mangalore,3309860
620,2,1,Urban,Apartment,Delhi,Saket,1622985
1227,3,3,Semi-Urban,Apartment,Madhya Pradesh,Gwalior,4104006
407,1,2,Urban,Villa,Chhattisgarh,Bilaspur,1854584
2582,5,2,Urban,Apartment,Puducherry,Puducherry,13982160
1085,2,2,Urban,Apartment,Manipur,Imphal,2202620
346,1,2,Urban,Apartment,Odisha,Rourkela,1320500
310,1,2,Semi-Urban,Apartment,Uttar Pradesh,Kanpur,1121320
1380,2,2,Urban,Apartment,Rajasthan,Kota,2929485
3080,4,3,Urban,Apartment,Odisha,Cuttack,13131210
1285,3,1,Urban,Villa,Madhya Pradesh,Jabalpur,6484377
1505,2,2,Urban,Villa,Madhya Pradesh,Jabalpur,7644214
2450,5,2,Semi-Urban,Apartment,Andhra Pradesh,Vijayawada,6711131
696,1,2,Urban,Apartment,Maharashtra,Kolhapur,2479772
349,1,1,Semi-Urban,Apartment,Tripura,Agartala,1177054
1585,2,1,Urban,Duplex,Uttar Pradesh,Kanpur,5204934
1158,1,1,Urban,Villa,Uttar Pradesh,Kanpur,5793411
1097,1,1,Urban,Villa,Maharashtra,Kalyan,2982836
1250,2,2,Urban,Villa,Karnataka,Dharwad,6365752
743,2,3,Semi-Urban,Apartment,Delhi,Karol Bagh,2469887
1522,2,1,Urban,Apartment,Chhattisgarh,Bhilai,6700059
458,1,2,Urban,Villa,West Bengal,Siliguri,2471186
693,1,1,Semi-Urban,Apartment,Jharkhand,Ranchi,1251845
1992,3,1,Urban,Apartment,West Bengal,Siliguri,7726900
392,1,1,Urban,Apartment,Jammu & Kashmir,Jammu,829628
951,2,2,Urban,Apartment,Madhya Pradesh,Jabalpur,3263798
1476,2,3,Urban,Apartment,Kerala,Kochi,3013115
385,1,2,Urban,Villa,Karnataka,Hubli,1392026
378,1,2,Urban,Villa,Uttarakhand,Dehradun,2013908
1466,3,2,Urban,Apartment,Uttar Pradesh,Noida,2475267
1576,3,3,Urban,Villa,Uttarakhand,Dehradun,8745151
517,1,1,Urban,Apartment,Jammu & Kashmir,Jammu,1115945
2711,3,4,Urban,Apartment,Tamil Nadu,Tiruchirappalli,11792397
650,1,2,Urban,Apartment,Haryana,Faridabad,2359251
1036,1,1,Urban,Apartment,Delhi,Rohini,1994586
394,1,2,Urban,Villa,Jharkhand,Dhanbad,1845166
856,1,2,Urban,Apartment,Goa,Margao,1801864
661,1,1,Urban,Apartment,Uttar Pradesh,Lucknow,2696696
1387,2,3,Urban,Apartment,Kerala,Kollam,4873779
902,2,2,Urban,Apartment,Rajasthan,Jaipur,3162875
469,1,2,Urban,Duplex,Chhattisgarh,Bhilai,1916304
2228,3,3,Urban,Apartment,Tamil Nadu,Tiruchirappalli,8864938
615,1,1,Semi-Urban,Apartment,Odisha,Rourkela,1964180
936,2,2,Urban,Apartment,Karnataka,Mangalore,4096292
824,1,1,Urban,Apartment,Himachal Pradesh,Dharamshala,2883087
778,1,1,Urban,Duplex,Maharashtra,Nagpur,3051594
828,1,2,Urban,Apartment,Haryana,Faridabad,3313511
606,2,3,Urban,Apartment,Jharkhand,Dhanbad,2620794
660,2,3,Urban,Apartment,Nagaland,Kohima,1189975
694,1,1,Semi-Urban,Apartment,Tamil Nadu,Coimbatore,2453579
497,1,2,Urban,Villa,Bihar,Muzaffarpur,2020382
1297,2,1,Semi-Urban,Villa,Nagaland,Kohima,3004301
960,1,1,Semi-Urban,Villa,Karnataka,Mysuru,2202080
4103,4,2,Semi-Urban,Apartment,Jharkhand,Ranchi,6842910
1730,2,1,Semi-Urban,Duplex,Chhattisgarh,Raipur,6048146
762,1,1,Urban,Apartment,Punjab,Ludhiana,2620521
440,1,2,Urban,Apartment,Odisha,Rourkela,1803021
912,1,1,Urban,Villa,Lakshadweep,Kavaratti,4381000
427,1,2,Urban,Apartment,Tamil Nadu,Tiruchirappalli,2107411
1941,3,2,Semi-Urban,Apartment,Uttar Pradesh,Kanpur,6519378
839,2,2,Urban,Apartment,Uttar Pradesh,Noida,1416869
933,1,1,Urban,Villa,Kerala,Thiruvananthapuram,4350514
547,1,2,Urban,Apartment,Uttar Pradesh,Agra,1331797
306,1,2,Urban,Apartment,Uttar Pradesh,Lucknow,1145329
3307,4,4,Urban,Villa,Maharashtra,Aurangabad,15944149
318,1,2,Semi-Urban,Apartment,Bihar,Gaya,836433
531,1,1,Semi-Urban,Apartment,Gujarat,Vadodara,1605429
402,1,2,Semi-Urban,Apartment,Delhi,New Delhi,4069161
314,1,2,Urban,Apartment,Rajasthan,Jodhpur,1144555
1417,3,3,Urban,Villa,Odisha,Rourkela,7394880
1249,2,1,Urban,Apartment,Sikkim,Gangtok,6265032
743,1,2,Urban,Villa,Assam,Silchar,3821307
558,1,2,Semi-Urban,Apartment,Odisha,Cuttack,1769620
1982,3,3,Semi-Urban,Apartment,Uttar Pradesh,Agra,3005111
923,1,2,Urban,Apartment,Gujarat,Vadodara,3815764
2239,3,4,Urban,Apartment,West Bengal,Asansol,10067205
355,1,2,Urban,Apartment,Assam,Guwahati,1577426
308,1,2,Semi-Urban,Apartment,Bihar,Bhagalpur,1054279
307,1,2,Urban,Apartment,Madhya Pradesh,Indore,670158
387,1,2,Urban,Apartment,West Bengal,Durgapur,1897690
637,2,3,Semi-Urban,Apartment,West Bengal,Asansol,2420116
2171,3,3,Urban,Apartment,Punjab,Ludhiana,8754338
750,2,1,Urban,Apartment,Andhra Pradesh,Visakhapatnam,3230750
2605,5,1,Urban,Apartment,Tripura,Agartala,9428518
359,1,1,Urban,Apartment,Jammu & Kashmir,Jammu,629119
563,1,1,Semi-Urban,Duplex,Madhya Pradesh,Indore,869228
853,1,1,Urban,Apartment,Kerala,Kochi,1590599
316,1,1,Urban,Apartment,Sikkim,Gangtok,1209120
1884,2,2,Urban,Apartment,Delhi,New Delhi,28855336
588,1,2,Urban,Apartment,Maharashtra,Nashik,1106586
765,2,2,Semi-Urban,Apartment,Tripura,Agartala,2510853
1268,3,1,Urban,Apartment,Chhattisgarh,Bhilai,6013233
452,1,2,Semi-Urban,Duplex,Maharashtra,Mumbai,10022345
2075,3,1,Urban,Apartment,Andhra Pradesh,Visakhapatnam,9544204
2344,4,1,Urban,Apartment,Karnataka,Mangalore,9816270
1078,1,1,Urban,Apartment,Karnataka,Hubli,2412763
1394,3,2,Urban,Apartment,Himachal Pradesh,Shimla,2142404
448,1,1,Urban,Apartment,Kerala,Kochi,966662
742,2,1,Urban,Apartment,Rajasthan,Udaipur,3322339
752,2,1,Urban,Villa,Odisha,Bhubaneswar,4045772
702,1,1,Urban,Apartment,Jammu & Kashmir,Srinagar,2430327
371,1,2,Urban,Apartment,Telangana,Nizamabad,1383183
626,1,1,Urban,Apartment,Madhya Pradesh,Indore,1431046
584,1,2,Semi-Urban,Apartment,Gujarat,Ahmedabad,2161924
1924,2,3,Urban,Villa,Puducherry,Puducherry,9301729
679,1,1,Urban,Apartment,Goa,Margao,1688277
415,1,2,Urban,Villa,Telangana,Hyderabad,5189822
1013,2,2,Urban,Villa,Uttar Pradesh,Agra,2738081
634,2,2,Urban,Apartment,Chhattisgarh,Raipur,2975859
1912,3,2,Semi-Urban,Villa,Andhra Pradesh,Visakhapatnam,7834761
1610,3,2,Urban,Apartment,Maharashtra,Pune,3528969
857,2,2,Semi-Urban,Apartment,Odisha,Rourkela,2295772
954,2,2,Urban,Apartment,Meghalaya,Shillong,3579819
1147,2,2,Urban,Villa,Tamil Nadu,Coimbatore,5894866
377,1,2,Urban,Apartment,West Bengal,Durgapur,1593603
875,2,2,Urban,Apartment,West Bengal,Kolkata,5492527
1259,3,3,Urban,Duplex,Puducherry,Puducherry,4715226
668,1,2,Urban,Apartment,Karnataka,Bengaluru,7338051
373,1,2,Urban,Apartment,Meghalaya,Shillong,1309878
1409,2,1,Urban,Apartment,Tamil Nadu,Tiruchirappalli,5975621
612,1,1,Urban,Apartment,Odisha,Cuttack,1804350
439,1,2,Urban,Apartment,West Bengal,Kolkata,2852694
565,1,1,Urban,Villa,Assam,Dibrugarh,3438242
408,1,1,Urban,Apartment,Rajasthan,Jaipur,1752214
450,1,2,Urban,Duplex,Haryana,Faridabad,1890217
687,2,1,Urban,Apartment,Chhattisgarh,Raipur,2628065
317,1,2,Urban,Duplex,Nagaland,Kohima,593996
1037,2,3,Urban,Apartment,Telangana,Nizamabad,5190008
1398,2,2,Urban,Villa,Tamil Nadu,Tiruchirappalli,8427423
1781,3,2,Urban,Apartment,Jharkhand,Ranchi,3487607
491,1,2,Urban,Apartment,Uttarakhand,Haldwani,1891056
869,1,2,Urban,Apartment,Chhattisgarh,Bhilai,3848398
365,1,2,Semi-Urban,Apartment,Odisha,Rourkela,1315145
538,1,2,Urban,Apartment,Maharashtra,Thane,960968
432,1,2,Urban,Duplex,Uttar Pradesh,Ghaziabad,1661777
1191,2,1,Urban,Apartment,Chhattisgarh,Bilaspur,4411636
378,1,1,Urban,Apartment,Maharashtra,Kolhapur,1428510
732,2,3,Urban,Apartment,Uttarakhand,Dehradun,3963971
1178,2,3,Urban,Apartment,Jharkhand,Dhanbad,5625317
629,2,3,Urban,Duplex,Tamil Nadu,Coimbatore,2565823
328,1,2,Urban,Duplex,West Bengal,Asansol,1172215
737,1,2,Urban,Apartment,Chhattisgarh,Bhilai,2602998
658,2,1,Urban,Apartment,Haryana,Gurgaon,2705174
952,2,1,Urban,Apartment,Punjab,Amritsar,4227503
1391,2,1,Urban,Apartment,Jammu & Kashmir,Jammu,2605299
1033,1,2,Urban,Apartment,Gujarat,Surat,1561351
551,1,2,Semi-Urban,Apartment,Karnataka,Hubli,862806
1192,1,1,Urban,Apartment,Tamil Nadu,Chennai,10236080
1304,3,2,Urban,Apartment,Maharashtra,Mumbai,31742661
400,1,1,Urban,Apartment,Puducherry,Puducherry,1639491
821,2,3,Urban,Villa,Jammu & Kashmir,Jammu,2439237
686,2,2,Urban,Apartment,Uttarakhand,Haridwar,2990635
1839,2,3,Urban,Villa,Jharkhand,Ranchi,5196192
601,2,1,Urban,Apartment,Delhi,New Delhi,9750911
463,1,1,Semi-Urban,Apartment,Haryana,Faridabad,1438713
417,1,2,Urban,Apartment,Tamil Nadu,Tiruchirappalli,1458525
1175,2,3,Urban,Apartment,Assam,Guwahati,4847303
3478,5,3,Urban,Villa,Uttarakhand,Haldwani,18998576
461,1,1,Urban,Apartment,Gujarat,Ahmedabad,1771667
587,1,1,Urban,Apartment,Madhya Pradesh,Bhopal,1043223
808,1,2,Semi-Urban,Apartment,Lakshadweep,Kavaratti,2744561
885,2,1,Urban,Apartment,Punjab,Ludhiana,3054076
2104,5,1,Semi-Urban,Apartment,Uttar Pradesh,Ghaziabad,6601764
1263,3,2,Urban,Apartment,Kerala,Kozhikode,4093988
1132,2,2,Urban,Apartment,Odisha,Cuttack,5161855
501,1,2,Urban,Apartment,Ladakh,Leh,1082083
1389,2,1,Semi-Urban,Apartment,Punjab,Ludhiana,4078109
1613,3,2,Urban,Apartment,Goa,Margao,3094715
1148,1,2,Urban,Apartment,Andhra Pradesh,Guntur,5129090
1615,2,2,Urban,Villa,Andhra Pradesh,Visakhapatnam,6388583
1112,1,2,Urban,Apartment,Tamil Nadu,Madurai,4014279
715,1,2,Semi-Urban,Apartment,Lakshadweep,Kavaratti,2462059
401,1,2,Urban,Apartment,Kerala,Kollam,1721796
2201,5,1,Urban,Apartment,Gujarat,Bhavnagar,7710590
1781,2,2,Urban,Apartment,Rajasthan,Udaipur,7633739
621,2,2,Urban,Apartment,Sikkim,Gangtok,2415619
700,1,1,Urban,Apartment,Ladakh,Leh,1437310
508,1,2,Urban,Apartment,Punjab,Chandigarh,2038038
379,1,1,Semi-Urban,Apartment,Madhya Pradesh,Indore,683057
480,1,1,Urban,Apartment,Maharashtra,Kalyan,921620
1125,2,1,Urban,Apartment,Gujarat,Ahmedabad,5023714
953,2,3,Urban,Apartment,Manipur,Imphal,2239707
538,1,2,Urban,Apartment,Haryana,Panipat,1857828
421,1,2,Urban,Duplex,Maharashtra,Kolhapur,1232699
504,1,1,Urban,Apartment,Uttar Pradesh,Noida,1111691
597,1,1,Urban,Apartment,Uttarakhand,Dehradun,2494519
922,2,2,Urban,Apartment,Arunachal Pradesh,Itanagar,4060363
814,1,1,Urban,Villa,Uttarakhand,Haldwani,3294084
395,1,2,Urban,Villa,Delhi,Rohini,1069293
341,1,2,Urban,Villa,Tamil Nadu,Tiruchirappalli,1462372
714,2,3,Urban,Duplex,Maharashtra,Thane,1747731
2454,4,3,Urban,Apartment,Karnataka,Bengaluru,25826090
308,1,2,Urban,Villa,Tripura,Agartala,1486492
390,1,1,Urban,Villa,Haryana,Karnal,1153003
732,1,2,Semi-Urban,Apartment,Delhi,Dwarka,1059144
909,2,3,Urban,Duplex,Telangana,Nizamabad,3568130
423,1,1,Urban,Apartment,Punjab,Jalandhar,1272731
308,1,1,Urban,Villa,Tamil Nadu,Madurai,1497070
2911,5,1,Urban,Apartment,Tamil Nadu,Madurai,13806388
436,1,2,Urban,Apartment,Delhi,New Delhi,6515269
1181,2,3,Urban,Villa,Assam,Guwahati,5841777
453,1,2,Urban,Apartment,Delhi,Karol Bagh,1629574
611,1,2,Urban,Apartment,Assam,Silchar,2513730
2058,4,3,Urban,Apartment,Rajasthan,Jaipur,9059377
483,1,2,Urban,Apartment,Assam,Dibrugarh,1954893
1024,1,2,Urban,Apartment,Maharashtra,Kalyan,2428436
1166,1,2,Urban,Villa,Uttarakhand,Dehradun,6065293
494,1,1,Urban,Apartment,Delhi,New Delhi,6781420
325,1,2,Urban,Apartment,Rajasthan,Udaipur,1483696
432,1,1,Urban,Apartment,Maharashtra,Nashik,893885
1619,2,2,Urban,Apartment,Chhattisgarh,Bilaspur,3930923
576,1,1,Urban,Apartment,Uttarakhand,Haridwar,3331852
1492,2,1,Urban,Apartment,Uttarakhand,Haldwani,4630211
1537,3,4,Urban,Villa,Sikkim,Gangtok,5171111
1026,2,3,Urban,Apartment,Madhya Pradesh,Bhopal,1704144
317,1,1,Urban,Apartment,Andhra Pradesh,Guntur,1124014
2940,4,3,Urban,Apartment,Maharashtra,Mumbai,73781199
559,1,2,Urban,Apartment,Delhi,Delhi,9998938
575,1,2,Semi-Urban,Apartment,Andhra Pradesh,Visakhapatnam,1486636
463,1,2,Semi-Urban,Apartment,Bihar,Patna,953994
2397,4,1,Urban,Duplex,Gujarat,Bhavnagar,9948509
537,1,1,Semi-Urban,Apartment,Jammu & Kashmir,Srinagar,1873207
604,1,2,Urban,Apartment,Nagaland,Kohima,1383162
1286,2,3,Urban,Apartment,Maharashtra,Kolhapur,4727669
463,1,1,Urban,Apartment,Haryana,Panipat,1902668
463,1,1,Urban,Apartment,Jharkhand,Jamshedpur,2441763
3073,3,4,Urban,Apartment,Tamil Nadu,Chennai,21124760
2029,3,2,Urban,Duplex,Punjab,Ludhiana,6898707
592,1,2,Urban,Villa,Assam,Silchar,2437570
1698,2,1,Semi-Urban,Apartment,Maharashtra,Thane,2907939
629,2,2,Semi-Urban,Apartment,Lakshadweep,Kavaratti,1990140
889,1,2,Urban,Duplex,Karnataka,Dharwad,3694367
899,2,1,Urban,Apartment,Haryana,Karnal,1840919
713,2,3,Urban,Apartment,Gujarat,Ahmedabad,2998706
376,1,1,Urban,Villa,Uttarakhand,Haridwar,1822413
422,1,2,Urban,Apartment,Haryana,Gurgaon,1561198
954,1,2,Urban,Apartment,Tamil Nadu,Tiruchirappalli,4068006
938,2,1,Urban,Apartment,Himachal Pradesh,Dharamshala,3837477
1032,1,2,Urban,Apartment,Himachal Pradesh,Shimla,2330912
829,1,2,Urban,Duplex,Karnataka,Mangalore,3285211
1271,3,2,Semi-Urban,Apartment,Bihar,Gaya,2048970
552,1,2,Urban,Apartment,Maharashtra,Aurangabad,2468027
668,2,2,Semi-Urban,Apartment,Jammu & Kashmir,Srinagar,2514268
2248,5,3,Semi-Urban,Apartment,Uttarakhand,Haridwar,6567078
1044,1,1,Urban,Apartment,Telangana,Hyderabad,10898011
1187,2,2,Semi-Urban,Apartment,Chhattisgarh,Bilaspur,4272726
621,1,2,Urban,Villa,Maharashtra,Pune,1570850
853,2,1,Semi-Urban,Apartment,Puducherry,Puducherry,2882761
445,1,2,Urban,Duplex,Punjab,Jalandhar,1959009
1317,2,1,Semi-Urban,Apartment,Uttarakhand,Haldwani,4180361
619,1,2,Semi-Urban,Apartment,Haryana,Gurgaon,1923955
1954,2,2,Urban,Apartment,Jammu & Kashmir,Srinagar,8901692
397,1,2,Semi-Urban,Apartment,Haryana,Panipat,1402477
564,1,2,Urban,Apartment,Assam,Dibrugarh,2350964
510,1,2,Urban,Apartment,Bihar,Bhagalpur,2121235
636,2,2,Urban,Apartment,West Bengal,Siliguri,1954313
374,1,1,Semi-Urban,Apartment,Andhra Pradesh,Visakhapatnam,1492808
329,1,1,Urban,Apartment,Uttar Pradesh,Ghaziabad,1396272
642,2,2,Urban,Apartment,Maharashtra,Pune,1199538
2066,3,1,Urban,Apartment,Bihar,Muzaffarpur,5962571
1319,2,1,Urban,Apartment,Maharashtra,Nagpur,5650803
929,1,2,Urban,Apartment,Rajasthan,Kota,2214443
546,1,2,Urban,Villa,Rajasthan,Kota,1465551
661,1,2,Urban,Apartment,Nagaland,Kohima,1281727
2062,3,2,Urban,Apartment,Punjab,Jalandhar,8496732
380,1,2,Semi-Urban,Apartment,Karnataka,Bengaluru,3226675
402,1,1,Urban,Apartment,West Bengal,Kolkata,2964302
1943,2,1,Urban,Apartment,Haryana,Panipat,10040669
348,1,1,Urban,Apartment,Kerala,Thiruvananthapuram,1473522
903,2,3,Urban,Apartment,Punjab,Chandigarh,3895120
947,1,1,Urban,Apartment,Jharkhand,Ranchi,2322789
326,1,2,Semi-Urban,Villa,Odisha,Rourkela,1825572
1338,2,2,Urban,Villa,Andhra Pradesh,Vijayawada,7472026
2025,5,3,Urban,Apartment,Assam,Guwahati,9593261
322,1,2,Semi-Urban,Apartment,Maharashtra,Kalyan,516159
413,1,2,Urban,Apartment,Punjab,Jalandhar,1904094
1210,2,2,Urban,Apartment,Assam,Dibrugarh,4199231
921,1,2,Urban,Apartment,Karnataka,Dharwad,3836245
