Area_sqft,Bedrooms,Bathroom,Location_Type,House_Type,State,City,Price
4702,2,1,Semiurban,Apartment,Maharashtra,Aurangabad,12505971
1167,4,4,Semiurban,Apartment,Tamil Nadu,Madurai,4522210
1646,4,2,Semiurban,Apartment,Madhya Pradesh,Indore,5650309
2442,4,3,Rural,Apartment,Madhya Pradesh,Jabalpur,7787475
4508,5,5,Semiurban,Villa,Delhi (UT),Delhi,13522844
2876,2,4,Semiurban,Duplex,Madhya Pradesh,Gwalior,8755385
1841,2,1,Semiurban,Duplex,Gujarat,Rajkot,5851282
4845,2,2,Semiurban,Apartment,West Bengal,Kolkata,13270280
1443,3,4,Urban,Apartment,West Bengal,Durgapur,5009006
669,2,4,Semiurban,Duplex,Gujarat,Vadodara,3355942
4504,4,1,Urban,Villa,Uttar Pradesh,Noida,12432724
1815,1,4,Rural,Duplex,Madhya Pradesh,Indore,6083576
3843,3,4,Rural,Duplex,Bihar,Muzaffarpur,11508541
3278,1,3,Semiurban,Villa,Tamil Nadu,Chennai,9250376
722,5,4,Rural,Villa,Karnataka,Mangalore,3864631
2750,1,4,Semiurban,Apartment,Uttar Pradesh,Agra,8035754
1862,1,1,Rural,Villa,Maharashtra,Nashik,5563122
1969,1,2,Urban,Apartment,Bihar,Patna,5731888
2049,4,3,Rural,Duplex,Tamil Nadu,Chennai,7069771
3880,3,1,Rural,Villa,Uttar Pradesh,Kanpur,11042442
3523,1,5,Urban,Villa,Rajasthan,Jaipur,10130350
3896,5,3,Rural,Villa,Tamil Nadu,Madurai,11710204
4821,1,1,Urban,Villa,Delhi (UT),Delhi,12836368
3940,3,5,Semiurban,Apartment,Tamil Nadu,Madurai,11378868
4857,2,3,Semiurban,Apartment,Tamil Nadu,Salem,13424738
1878,5,5,Semiurban,Villa,Delhi (UT),Delhi,6821326
2923,4,1,Rural,Villa,Tamil Nadu,Madurai,8920554
4724,3,4,Semiurban,Apartment,West Bengal,Durgapur,13299561
3163,5,3,Semiurban,Apartment,Madhya Pradesh,Jabalpur,9645463
3817,3,4,Urban,Villa,West Bengal,Kolkata,11078810
1128,3,3,Rural,Villa,Maharashtra,Aurangabad,4449002
2498,5,5,Urban,Villa,Uttar Pradesh,Varanasi,8374942
4991,4,2,Rural,Duplex,Tamil Nadu,Salem,14295405
4189,4,4,Urban,Apartment,Delhi (UT),Delhi,12100084
4462,1,5,Urban,Duplex,Maharashtra,Aurangabad,12525708
3294,4,4,Urban,Apartment,West Bengal,Howrah,9811681
3528,3,4,Semiurban,Apartment,Uttar Pradesh,Varanasi,10419887
1886,4,2,Urban,Apartment,Bihar,Bhagalpur,5979663
2220,3,4,Urban,Apartment,Madhya Pradesh,Jabalpur,6906508
1115,3,1,Semiurban,Villa,Delhi (UT),Delhi,3989347
4751,3,5,Urban,Duplex,Karnataka,Bengaluru,13637579
1261,5,2,Urban,Apartment,Karnataka,Hubli,4756068
2581,5,1,Rural,Villa,Madhya Pradesh,Jabalpur,8147992
2780,3,1,Semiurban,Duplex,West Bengal,Kolkata,8216640
3003,2,5,Semiurban,Villa,Karnataka,Mangalore,9204326
4716,2,1,Urban,Duplex,Delhi (UT),Delhi,12652745
4025,3,5,Rural,Duplex,Karnataka,Mangalore,11962910
894,3,2,Semiurban,Villa,Uttar Pradesh,Noida,3700222
2390,5,2,Rural,Apartment,West Bengal,Durgapur,7812776
3394,3,2,Rural,Apartment,Karnataka,Mysuru,9949444
2558,2,4,Semiurban,Apartment,Uttar Pradesh,Kanpur,7693356
1305,3,4,Semiurban,Duplex,Madhya Pradesh,Jabalpur,5163487
2978,1,4,Semiurban,Duplex,Karnataka,Mysuru,8664988
3124,3,2,Rural,Villa,Uttar Pradesh,Varanasi,9169738
3298,3,1,Semiurban,Villa,Maharashtra,Aurangabad,9508285
4060,5,1,Rural,Duplex,West Bengal,Siliguri,11877215
627,5,5,Semiurban,Duplex,Bihar,Bhagalpur,3888635
2155,5,4,Semiurban,Villa,Delhi (UT),Delhi,7438905
2603,3,2,Urban,Apartment,Uttar Pradesh,Varanasi,7681770
970,4,5,Rural,Villa,Tamil Nadu,Coimbatore,4421777
3078,4,1,Rural,Villa,Maharashtra,Aurangabad,9059995
2251,1,4,Semiurban,Apartment,Madhya Pradesh,Jabalpur,6646418
3690,2,5,Urban,Apartment,West Bengal,Siliguri,10484032
4682,3,3,Urban,Villa,Delhi (UT),Delhi,13001964
4686,2,2,Semiurban,Apartment,West Bengal,Kolkata,12881895
889,3,3,Semiurban,Duplex,Maharashtra,Nashik,3932676
913,1,3,Urban,Duplex,Tamil Nadu,Chennai,3519579
2571,4,3,Urban,Villa,Rajasthan,Udaipur,7912833
2683,5,2,Urban,Apartment,West Bengal,Siliguri,8301025
689,2,5,Rural,Apartment,Uttar Pradesh,Lucknow,3167907
2931,3,5,Rural,Duplex,Delhi (UT),Delhi,9374304
4861,1,5,Urban,Duplex,Karnataka,Mangalore,13632389
1463,4,3,Semiurban,Duplex,Gujarat,Vadodara,5390802
3672,3,2,Semiurban,Villa,West Bengal,Kolkata,10640829
1800,2,5,Urban,Apartment,Gujarat,Rajkot,5883055
2386,2,4,Semiurban,Villa,Bihar,Bhagalpur,7481716
1038,4,1,Semiurban,Duplex,Tamil Nadu,Chennai,4249629
1180,5,4,Urban,Apartment,Tamil Nadu,Salem,4904849
3434,2,5,Rural,Villa,Karnataka,Mysuru,10304840
2236,4,5,Semiurban,Duplex,Gujarat,Vadodara,7767801
1894,2,3,Semiurban,Duplex,Gujarat,Vadodara,6001591
2269,3,5,Urban,Duplex,Delhi (UT),Delhi,7462326
1715,1,5,Urban,Villa,Karnataka,Hubli,5537480
3076,2,1,Urban,Villa,Tamil Nadu,Chennai,8434111
3659,3,3,Urban,Apartment,Tamil Nadu,Chennai,10305763
1289,1,3,Semiurban,Apartment,Bihar,Gaya,4134660
2992,4,5,Rural,Duplex,Tamil Nadu,Madurai,9794995
3212,2,3,Rural,Villa,Uttar Pradesh,Varanasi,9447251
2058,3,3,Urban,Villa,Delhi (UT),Delhi,6437195
1581,3,4,Urban,Villa,Rajasthan,Jaipur,5565251
4253,5,4,Rural,Duplex,Uttar Pradesh,Lucknow,12882075
3954,2,3,Semiurban,Villa,Bihar,Gaya,11188412
4241,4,5,Semiurban,Villa,Rajasthan,Kota,12532804
1771,1,2,Semiurban,Villa,Karnataka,Mangalore,5311181
857,3,4,Urban,Apartment,Rajasthan,Udaipur,3689033
3939,3,4,Semiurban,Duplex,Maharashtra,Nashik,11756693
3412,3,3,Rural,Apartment,Delhi (UT),Delhi,9972621
1612,4,5,Rural,Duplex,Bihar,Bhagalpur,6132178
3335,4,2,Urban,Villa,Uttar Pradesh,Agra,9881355
1703,5,2,Rural,Apartment,Karnataka,Mangalore,5960185
4355,1,1,Semiurban,Duplex,Uttar Pradesh,Kanpur,11669305
4427,3,5,Rural,Villa,Madhya Pradesh,Indore,12985980
1606,4,4,Rural,Apartment,Gujarat,Rajkot,5754014
3033,1,2,Urban,Duplex,Delhi (UT),Delhi,8501663
2174,4,1,Urban,Duplex,Gujarat,Ahmedabad,6952012
1645,2,1,Semiurban,Duplex,Madhya Pradesh,Bhopal,5284745
1186,1,4,Urban,Apartment,Delhi (UT),Delhi,4010515
4910,3,4,Urban,Apartment,Delhi (UT),Delhi,13823857
4078,4,3,Rural,Duplex,Tamil Nadu,Coimbatore,12171230
2153,2,5,Semiurban,Apartment,Delhi (UT),Delhi,6729301
1744,1,3,Rural,Villa,Rajasthan,Jodhpur,5529803
2064,5,4,Rural,Duplex,Maharashtra,Nagpur,7407599
2822,4,5,Urban,Duplex,Karnataka,Bengaluru,9178262
1679,1,1,Rural,Apartment,Bihar,Gaya,5059085
2694,4,1,Urban,Apartment,Delhi (UT),Delhi,7806486
4386,1,5,Urban,Apartment,Tamil Nadu,Salem,12247121
1029,5,2,Semiurban,Villa,Gujarat,Surat,4215196
3206,1,5,Rural,Duplex,Maharashtra,Mumbai,9498572
904,4,3,Rural,Duplex,Bihar,Patna,4252965
4193,1,5,Semiurban,Apartment,Rajasthan,Jaipur,11747225
4806,1,5,Semiurban,Villa,Uttar Pradesh,Kanpur,13379398
894,2,5,Semiurban,Villa,Tamil Nadu,Chennai,3900616
3499,3,1,Urban,Apartment,Delhi (UT),Delhi,9638941
4278,5,1,Rural,Villa,Rajasthan,Udaipur,12444204
1339,3,1,Semiurban,Villa,West Bengal,Durgapur,4428633
3497,3,2,Urban,Apartment,Gujarat,Vadodara,9848406
3307,4,3,Urban,Apartment,Tamil Nadu,Chennai,9783009
2238,2,5,Rural,Villa,Karnataka,Mangalore,7236272
3211,4,1,Urban,Villa,Uttar Pradesh,Kanpur,9308287
713,2,5,Semiurban,Duplex,Uttar Pradesh,Lucknow,3409404
4709,1,1,Semiurban,Duplex,Delhi (UT),Delhi,12730362
1563,5,2,Rural,Duplex,Madhya Pradesh,Gwalior,5878799
1966,2,1,Rural,Villa,Rajasthan,Kota,5931675
1805,1,1,Urban,Apartment,Madhya Pradesh,Bhopal,4965854
2440,5,5,Semiurban,Villa,Madhya Pradesh,Gwalior,8169630
2628,2,3,Rural,Villa,Tamil Nadu,Salem,7929252
4978,5,1,Urban,Villa,West Bengal,Siliguri,14056790
1233,5,5,Rural,Duplex,Tamil Nadu,Salem,5465875
3770,3,1,Urban,Duplex,Tamil Nadu,Chennai,10564735
798,1,1,Urban,Duplex,Gujarat,Ahmedabad,2892438
4394,5,5,Urban,Apartment,Madhya Pradesh,Indore,13091514
3459,3,4,Urban,Villa,West Bengal,Kolkata,10218649
4164,4,1,Rural,Duplex,Gujarat,Ahmedabad,11923396
1033,5,4,Semiurban,Duplex,Uttar Pradesh,Agra,4846571
2985,4,2,Urban,Apartment,Maharashtra,Pune,8783554
3838,1,2,Semiurban,Apartment,Maharashtra,Pune,10404790
2973,1,5,Semiurban,Apartment,Madhya Pradesh,Jabalpur,8727214
3259,3,4,Semiurban,Villa,Delhi (UT),Delhi,9922439
3515,5,5,Urban,Apartment,Rajasthan,Udaipur,10873055
4945,5,2,Urban,Villa,Karnataka,Bengaluru,14021874
4160,2,5,Urban,Apartment,Maharashtra,Nashik,11700681
802,5,1,Rural,Villa,Delhi (UT),Delhi,3550661
784,5,5,Rural,Apartment,Gujarat,Rajkot,4031173
2952,3,3,Semiurban,Apartment,Maharashtra,Mumbai,8659090
2728,1,4,Semiurban,Villa,Maharashtra,Pune,8202410
662,5,3,Semiurban,Duplex,Karnataka,Mangalore,3757455
3118,3,5,Rural,Villa,Karnataka,Mysuru,9572595
1778,3,1,Urban,Apartment,Rajasthan,Kota,5347405
1676,3,3,Rural,Duplex,Maharashtra,Aurangabad,5764918
2866,1,3,Urban,Villa,Karnataka,Mysuru,8050002
4730,5,3,Rural,Villa,West Bengal,Durgapur,13731772
4654,4,5,Rural,Duplex,Gujarat,Surat,13946413
4725,3,4,Urban,Villa,Bihar,Gaya,13255298
2563,1,1,Rural,Apartment,Karnataka,Bengaluru,7041117
4976,5,4,Rural,Duplex,Tamil Nadu,Coimbatore,14583719
2468,4,4,Urban,Apartment,Delhi (UT),Delhi,7770326
2582,3,3,Urban,Apartment,Madhya Pradesh,Jabalpur,7650545
3240,4,3,Semiurban,Apartment,Delhi (UT),Delhi,9800192
793,2,5,Semiurban,Apartment,Bihar,Muzaffarpur,3422369
4804,1,3,Rural,Apartment,Bihar,Muzaffarpur,12939250
2441,4,2,Urban,Duplex,Karnataka,Mangalore,7530345
2058,4,1,Semiurban,Villa,Tamil Nadu,Chennai,6589447
3733,2,5,Rural,Duplex,Bihar,Bhagalpur,11188057
1753,3,5,Semiurban,Apartment,Delhi (UT),Delhi,5981734
1259,4,4,Rural,Villa,Karnataka,Mangalore,4946064
898,2,1,Urban,Duplex,Gujarat,Rajkot,3380256
4260,3,2,Rural,Villa,Bihar,Muzaffarpur,11993606
1627,3,4,Rural,Apartment,Karnataka,Hubli,5649130
854,4,2,Rural,Apartment,Karnataka,Bengaluru,3616623
4031,3,5,Rural,Villa,Maharashtra,Nashik,11886896
715,3,3,Semiurban,Apartment,Maharashtra,Nashik,3159276
1648,3,1,Rural,Villa,Madhya Pradesh,Jabalpur,5527492
4498,4,5,Semiurban,Apartment,Delhi (UT),Delhi,13022304
4404,1,4,Semiurban,Apartment,Maharashtra,Aurangabad,12046010
4693,1,5,Urban,Apartment,Delhi (UT),Delhi,12778191
2210,5,1,Rural,Apartment,Tamil Nadu,Chennai,7176083
4015,5,1,Urban,Villa,Bihar,Patna,11600066
2339,4,2,Urban,Duplex,Karnataka,Hubli,7503367
2054,3,5,Urban,Duplex,Madhya Pradesh,Jabalpur,7067570
2450,1,1,Rural,Duplex,Gujarat,Rajkot,6988961
1643,5,3,Rural,Villa,Karnataka,Bengaluru,6153570
4509,3,2,Urban,Duplex,Rajasthan,Kota,12670406
780,4,3,Semiurban,Apartment,Rajasthan,Jodhpur,3652987
3959,1,2,Semiurban,Duplex,Maharashtra,Mumbai,10874460
4020,2,2,Urban,Duplex,West Bengal,Durgapur,11325806
4403,5,4,Rural,Villa,Tamil Nadu,Salem,13219846
3729,1,3,Semiurban,Villa,Gujarat,Surat,10433629
1765,5,5,Semiurban,Apartment,Rajasthan,Jaipur,6524869
1494,2,2,Rural,Villa,Maharashtra,Nashik,4922854
1807,3,3,Rural,Apartment,Gujarat,Vadodara,5889894
4227,5,2,Urban,Villa,Maharashtra,Aurangabad,12190684
1600,2,1,Semiurban,Duplex,Rajasthan,Jodhpur,5108685
1582,4,3,Semiurban,Apartment,Tamil Nadu,Madurai,5387337
901,2,4,Semiurban,Duplex,Gujarat,Vadodara,3729373
2672,4,1,Urban,Villa,Uttar Pradesh,Kanpur,8069232
4297,5,4,Urban,Apartment,Bihar,Muzaffarpur,12602844
4974,1,2,Rural,Villa,Tamil Nadu,Madurai,13342760
4052,4,3,Urban,Apartment,West Bengal,Kolkata,11496097
2415,4,2,Rural,Villa,Tamil Nadu,Salem,7661468
988,2,3,Rural,Duplex,Tamil Nadu,Coimbatore,3861757
2699,2,3,Urban,Apartment,Gujarat,Surat,7787770
3459,4,4,Urban,Villa,Delhi (UT),Delhi,10372626
1241,2,5,Semiurban,Apartment,Karnataka,Mysuru,4677525
3463,3,2,Semiurban,Apartment,Rajasthan,Udaipur,9830857
1654,4,1,Rural,Villa,Maharashtra,Mumbai,5762877
4699,5,1,Semiurban,Villa,Gujarat,Rajkot,13387830
2372,3,5,Urban,Villa,Madhya Pradesh,Bhopal,7501147
4183,1,1,Urban,Duplex,Delhi (UT),Delhi,11326083
2246,3,1,Urban,Duplex,Karnataka,Bengaluru,6891640
3283,2,1,Rural,Duplex,Tamil Nadu,Madurai,9304969
2589,2,1,Rural,Apartment,Uttar Pradesh,Lucknow,7402801
4437,2,1,Urban,Duplex,Maharashtra,Aurangabad,12049889
4204,2,3,Rural,Villa,Uttar Pradesh,Lucknow,11958695
3589,2,2,Semiurban,Duplex,Madhya Pradesh,Bhopal,10286029
4756,5,4,Urban,Duplex,West Bengal,Kolkata,13801109
4255,4,4,Semiurban,Apartment,Madhya Pradesh,Bhopal,12436845
1276,2,5,Urban,Villa,Rajasthan,Jodhpur,4756362
3920,3,2,Semiurban,Apartment,Delhi (UT),Delhi,11104174
1315,3,3,Urban,Apartment,Karnataka,Hubli,4412587
4294,5,4,Rural,Villa,Karnataka,Hubli,12914766
1149,3,4,Rural,Duplex,Rajasthan,Udaipur,4691626
2760,2,2,Semiurban,Villa,Karnataka,Hubli,8127111
2605,1,3,Rural,Apartment,West Bengal,Siliguri,7719932
1135,4,3,Semiurban,Duplex,Delhi (UT),Delhi,4578073
4536,2,1,Urban,Apartment,Rajasthan,Kota,12013173
4291,3,3,Rural,Duplex,West Bengal,Howrah,12558748
1274,5,3,Rural,Duplex,Maharashtra,Aurangabad,5250921
4411,2,1,Semiurban,Apartment,Bihar,Muzaffarpur,11800383
2202,1,1,Rural,Apartment,West Bengal,Durgapur,6251077
3661,3,4,Semiurban,Apartment,Tamil Nadu,Chennai,10694316
2224,1,2,Urban,Villa,Tamil Nadu,Salem,6309204
1743,5,2,Rural,Duplex,Uttar Pradesh,Kanpur,6293037
2869,3,5,Rural,Duplex,West Bengal,Durgapur,9185554
4765,4,2,Urban,Duplex,Delhi (UT),Delhi,13478490
4934,2,1,Urban,Apartment,Delhi (UT),Delhi,13102608
602,3,2,Urban,Duplex,Rajasthan,Kota,2966703
4034,4,5,Urban,Apartment,Uttar Pradesh,Kanpur,11890000
4556,3,4,Semiurban,Villa,Bihar,Muzaffarpur,13109967
3226,3,5,Urban,Duplex,Uttar Pradesh,Noida,9964438
1505,1,1,Rural,Villa,West Bengal,Siliguri,4538116
4169,4,5,Semiurban,Duplex,Rajasthan,Jodhpur,12387069
1819,4,1,Rural,Villa,Madhya Pradesh,Bhopal,6160299
1835,5,5,Urban,Duplex,Karnataka,Mysuru,6768211
3325,3,1,Rural,Duplex,Delhi (UT),Delhi,9803288
886,5,4,Urban,Duplex,Gujarat,Vadodara,4125467
2558,2,4,Urban,Duplex,Bihar,Patna,7950994
2423,2,3,Semiurban,Apartment,Gujarat,Surat,7188853
1729,2,3,Semiurban,Duplex,Tamil Nadu,Coimbatore,5822284
2738,5,5,Rural,Duplex,West Bengal,Howrah,9151783
4377,3,5,Semiurban,Villa,Uttar Pradesh,Noida,12638834
1509,4,4,Semiurban,Villa,West Bengal,Kolkata,5517441
3590,3,2,Semiurban,Duplex,Rajasthan,Jodhpur,10344202
2727,2,2,Semiurban,Duplex,Delhi (UT),Delhi,8100905
1784,4,5,Urban,Duplex,Tamil Nadu,Madurai,6401008
4382,3,4,Urban,Villa,Bihar,Bhagalpur,12484076
4270,1,5,Rural,Duplex,Gujarat,Surat,12259849
1061,4,5,Semiurban,Apartment,West Bengal,Durgapur,4436514
3202,4,5,Semiurban,Apartment,Karnataka,Mangalore,9983454
2069,4,4,Semiurban,Apartment,Delhi (UT),Delhi,6797792
1540,3,4,Semiurban,Duplex,Gujarat,Rajkot,5751317
3468,5,4,Semiurban,Duplex,Madhya Pradesh,Jabalpur,10687846
1893,3,1,Semiurban,Apartment,West Bengal,Durgapur,5713610
4038,2,3,Urban,Duplex,Uttar Pradesh,Kanpur,11403908
1707,3,2,Rural,Apartment,Rajasthan,Udaipur,5675406
3909,5,5,Semiurban,Duplex,Madhya Pradesh,Bhopal,12130261
2769,5,3,Semiurban,Villa,Bihar,Gaya,8842110
674,3,2,Rural,Duplex,Tamil Nadu,Chennai,3246504
3690,5,2,Semiurban,Villa,Tamil Nadu,Coimbatore,10849359
1917,4,4,Rural,Apartment,Gujarat,Ahmedabad,6543428
4072,3,5,Urban,Villa,Madhya Pradesh,Bhopal,11883073
716,3,5,Rural,Apartment,Madhya Pradesh,Bhopal,3491202
761,3,3,Semiurban,Villa,Maharashtra,Nashik,3313134
1538,3,3,Rural,Villa,Bihar,Patna,5439498
1751,5,3,Semiurban,Villa,Gujarat,Vadodara,6287982
3620,1,3,Semiurban,Apartment,Tamil Nadu,Coimbatore,9932852
3049,1,2,Semiurban,Duplex,Gujarat,Rajkot,8537743
2631,3,2,Semiurban,Apartment,Rajasthan,Jodhpur,7866959
1997,4,5,Rural,Villa,West Bengal,Siliguri,6949729
3124,5,2,Urban,Duplex,Gujarat,Ahmedabad,9502567
3272,2,2,Urban,Duplex,Uttar Pradesh,Varanasi,9291927
3712,5,2,Rural,Villa,West Bengal,Howrah,11038914
2257,5,4,Semiurban,Apartment,Madhya Pradesh,Jabalpur,7569488
3061,4,2,Urban,Villa,Tamil Nadu,Salem,9159597
959,5,2,Urban,Villa,Gujarat,Rajkot,4166601
2951,5,1,Rural,Duplex,Gujarat,Rajkot,9186631
3474,5,4,Urban,Apartment,Karnataka,Mysuru,10373995
3078,5,2,Urban,Apartment,Delhi (UT),Delhi,9170034
3540,2,4,Semiurban,Apartment,Delhi (UT),Delhi,10154269
744,5,4,Semiurban,Villa,Uttar Pradesh,Varanasi,3971875
3635,5,4,Urban,Villa,Delhi (UT),Delhi,11169252
4030,4,5,Urban,Apartment,Uttar Pradesh,Varanasi,11912265
2059,3,2,Urban,Villa,Uttar Pradesh,Varanasi,6430171
4745,4,1,Urban,Villa,Madhya Pradesh,Gwalior,13292102
2932,4,1,Urban,Duplex,Uttar Pradesh,Kanpur,8782894
3038,3,5,Urban,Duplex,Madhya Pradesh,Indore,9358920
2347,2,1,Rural,Villa,Delhi (UT),Delhi,6971688
1739,4,4,Semiurban,Apartment,Maharashtra,Aurangabad,6154452
3928,3,2,Rural,Duplex,Tamil Nadu,Chennai,11348404
1962,1,3,Semiurban,Villa,Tamil Nadu,Chennai,5890518
3564,2,5,Rural,Villa,Gujarat,Surat,10602402
2914,4,2,Urban,Duplex,Uttar Pradesh,Agra,8923340
4892,1,1,Urban,Villa,Bihar,Bhagalpur,12982083
1949,1,5,Urban,Duplex,Delhi (UT),Delhi,6425136
4829,4,4,Semiurban,Duplex,West Bengal,Kolkata,14164260
918,3,3,Rural,Villa,Rajasthan,Kota,3957735
2179,4,4,Rural,Villa,Karnataka,Mysuru,7499951
2410,5,2,Semiurban,Villa,Rajasthan,Kota,7738961
3770,2,3,Urban,Duplex,Madhya Pradesh,Jabalpur,10591724
3820,2,4,Semiurban,Duplex,Uttar Pradesh,Lucknow,11179464
2705,4,5,Semiurban,Villa,Maharashtra,Aurangabad,8730513
2604,5,1,Semiurban,Villa,Bihar,Patna,8098782
4029,1,4,Semiurban,Villa,Maharashtra,Pune,11375495
3864,2,2,Urban,Villa,Karnataka,Mangalore,10700268
4282,2,4,Semiurban,Villa,Uttar Pradesh,Lucknow,12273786
